CfgEvaluationType;CfgCacheType;CfgNSets;CfgNWays;CfgReplAlg;CfgCParam0;CfgCParam1;CfgCParam2;CfgCParam3;CfgEvSetFactor;CfgNExperiments;CfgNProfileRuns;CfgNEvalRuns;CfgUseFlush;AddrFound;TPR;EvSR;EvSRwEvict;EvSRwFlush;AttackMem;Attacker-RdHits;Attacker-RdMisses;Attacker-RdEvictions;Attacker-WrHits;Attacker-WrMisses;Attacker-WrEvictions;Attacker-ExecHits;Attacker-ExecMisses;Attacker-ExecEvictions;Attacker-InvHits;Attacker-InvMisses;Victim-RdHits;Victim-RdMisses;Victim-RdEvictions;Victim-WrHits;Victim-WrMisses;Victim-WrEvictions;Victim-ExecHits;Victim-ExecMisses;Victim-ExecEvictions;Victim-InvHits;Victim-InvMisses
FilledCacheProfiling-MAX;associative;1;2048;tree-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;1048576;611096978;215908071;7964708;0;0;0;0;0;0;207945410;1469776190;50804;51596;51596;0;0;0;0;0;0;0;0
FilledCacheProfiling-MIN;associative;1;2048;tree-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;1048576;611096978;215908071;7964708;0;0;0;0;0;0;207945410;1469776190;50804;51596;51596;0;0;0;0;0;0;0;0
FilledCacheProfiling-AVG;associative;1;2048;tree-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;1.04858e+06;6.11097e+08;2.15908e+08;7.96471e+06;0;0;0;0;0;0;2.07945e+08;1.46978e+09;50804;51596;51596;0;0;0;0;0;0;0;0
FilledCacheProfiling-MEDIAN;associative;1;2048;tree-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;1048576;611096978;215908071;7964708;0;0;0;0;0;0;207945410;1469776190;50804;51596;51596;0;0;0;0;0;0;0;0
FilledCacheProfiling-VAR;associative;1;2048;tree-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfilingSingleHold-MAX;associative;1;2048;tree-plru;0;0;0;0;4;1;50;1000;1;2048;1;0.265;1;0;1048576;0;132129792;102784000;0;0;0;0;0;0;29347839;205549569;14337;28674;14338;0;0;0;0;0;0;14337;0
FilledCacheProfilingSingleHold-MIN;associative;1;2048;tree-plru;0;0;0;0;4;1;50;1000;1;2048;1;0.265;1;0;1048576;0;132129792;102784000;0;0;0;0;0;0;29347839;205549569;14337;28674;14338;0;0;0;0;0;0;14337;0
FilledCacheProfilingSingleHold-AVG;associative;1;2048;tree-plru;0;0;0;0;4;1;50;1000;1;2048;1;0.265;1;0;1.04858e+06;0;1.3213e+08;1.02784e+08;0;0;0;0;0;0;2.93478e+07;2.0555e+08;14337;28674;14338;0;0;0;0;0;0;14337;0
FilledCacheProfilingSingleHold-MEDIAN;associative;1;2048;tree-plru;0;0;0;0;4;1;50;1000;1;2048;1;0.265;1;0;1048576;0;132129792;102784000;0;0;0;0;0;0;29347839;205549569;14337;28674;14338;0;0;0;0;0;0;14337;0
FilledCacheProfilingSingleHold-VAR;associative;1;2048;tree-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfilingGroupElim-MAX;associative;1;2048;tree-plru;0;0;0;0;4;1;50;1000;1;2048;1;0.265;1;0;1048576;0;1072128;812144;0;0;0;0;0;0;262031;1851505;16;242;114;0;0;0;0;0;0;129;0
FilledCacheProfilingGroupElim-MIN;associative;1;2048;tree-plru;0;0;0;0;4;1;50;1000;1;2048;1;0.265;1;0;1048576;0;1072128;812144;0;0;0;0;0;0;262031;1851505;16;242;114;0;0;0;0;0;0;129;0
FilledCacheProfilingGroupElim-AVG;associative;1;2048;tree-plru;0;0;0;0;4;1;50;1000;1;2048;1;0.265;1;0;1.04858e+06;0;1.07213e+06;812144;0;0;0;0;0;0;262031;1.8515e+06;16;242;114;0;0;0;0;0;0;129;0
FilledCacheProfilingGroupElim-MEDIAN;associative;1;2048;tree-plru;0;0;0;0;4;1;50;1000;1;2048;1;0.265;1;0;1048576;0;1072128;812144;0;0;0;0;0;0;262031;1851505;16;242;114;0;0;0;0;0;0;129;0
FilledCacheProfilingGroupElim-VAR;associative;1;2048;tree-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
