CfgEvaluationType;CfgCacheType;CfgNSets;CfgNWays;CfgReplAlg;CfgCParam0;CfgCParam1;CfgCParam2;CfgCParam3;CfgEvSetFactor;CfgNExperiments;CfgNProfileRuns;CfgNEvalRuns;CfgUseFlush;AddrFound;TPR;EvSR;EvSRwEvict;EvSRwFlush;AttackMem;Attacker-RdHits;Attacker-RdMisses;Attacker-RdEvictions;Attacker-WrHits;Attacker-WrMisses;Attacker-WrEvictions;Attacker-ExecHits;Attacker-ExecMisses;Attacker-ExecEvictions;Attacker-InvHits;Attacker-InvMisses;Victim-RdHits;Victim-RdMisses;Victim-RdEvictions;Victim-WrHits;Victim-WrMisses;Victim-WrEvictions;Victim-ExecHits;Victim-ExecMisses;Victim-ExecEvictions;Victim-InvHits;Victim-InvMisses
FilledCacheProfilingPLRU-MAX;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;131072;13816828;13102290;9838545;0;0;0;0;0;0;3264000;22950400;0;12800;12800;0;0;0;0;0;0;0;0
FilledCacheProfilingPLRU-MIN;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;131072;13816828;13102290;9838545;0;0;0;0;0;0;3264000;22950400;0;12800;12800;0;0;0;0;0;0;0;0
FilledCacheProfilingPLRU-AVG;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;131072;1.38168e+07;1.31023e+07;9.83854e+06;0;0;0;0;0;0;3.264e+06;2.29504e+07;0;12800;12800;0;0;0;0;0;0;0;0
FilledCacheProfilingPLRU-MEDIAN;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;131072;13816828;13102290;9838545;0;0;0;0;0;0;3264000;22950400;0;12800;12800;0;0;0;0;0;0;0;0
FilledCacheProfilingPLRU-VAR;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfiling-MAX;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;41;1;0;0;0;131072;3617804;4895502;1702663;0;0;0;0;0;0;3193100;23021300;6300;6500;6494;0;0;0;0;0;0;0;0
FilledCacheProfiling-MIN;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;41;1;0;0;0;131072;3617804;4895502;1702663;0;0;0;0;0;0;3193100;23021300;6300;6500;6494;0;0;0;0;0;0;0;0
FilledCacheProfiling-AVG;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;41;1;0;0;0;131072;3.6178e+06;4.8955e+06;1.70266e+06;0;0;0;0;0;0;3.1931e+06;2.30213e+07;6300;6500;6494;0;0;0;0;0;0;0;0
FilledCacheProfiling-MEDIAN;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;41;1;0;0;0;131072;3617804;4895502;1702663;0;0;0;0;0;0;3193100;23021300;6300;6500;6494;0;0;0;0;0;0;0;0
FilledCacheProfiling-VAR;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfilingSingleHold-MAX;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;256;1;0.384;0.513;0.745;131072;0;2388460;1641310;0;0;0;0;0;0;747405;5255283;4069;4724;1794;0;0;0;0;0;0;2931;0
FilledCacheProfilingSingleHold-MIN;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;256;1;0.384;0.513;0.745;131072;0;2388460;1641310;0;0;0;0;0;0;747405;5255283;4069;4724;1794;0;0;0;0;0;0;2931;0
FilledCacheProfilingSingleHold-AVG;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;256;1;0.384;0.513;0.745;131072;0;2.38846e+06;1.64131e+06;0;0;0;0;0;0;747405;5.25528e+06;4069;4724;1794;0;0;0;0;0;0;2931;0
FilledCacheProfilingSingleHold-MEDIAN;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;256;1;0.384;0.513;0.745;131072;0;2388460;1641310;0;0;0;0;0;0;747405;5255283;4069;4724;1794;0;0;0;0;0;0;2931;0
FilledCacheProfilingSingleHold-VAR;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfilingGroupElim-MAX;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;256;1;0.512;0.514;0.745;131072;0;289967;41197;0;0;0;0;0;0;249025;1753919;924;1032;55;0;0;0;0;0;0;978;0
FilledCacheProfilingGroupElim-MIN;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;256;1;0.512;0.514;0.745;131072;0;289967;41197;0;0;0;0;0;0;249025;1753919;924;1032;55;0;0;0;0;0;0;978;0
FilledCacheProfilingGroupElim-AVG;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;256;1;0.512;0.514;0.745;131072;0;289967;41197;0;0;0;0;0;0;249025;1.75392e+06;924;1032;55;0;0;0;0;0;0;978;0
FilledCacheProfilingGroupElim-MEDIAN;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;256;1;0.512;0.514;0.745;131072;0;289967;41197;0;0;0;0;0;0;249025;1753919;924;1032;55;0;0;0;0;0;0;978;0
FilledCacheProfilingGroupElim-VAR;associative;1;256;bit-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
