CfgEvaluationType;CfgCacheType;CfgNSets;CfgNWays;CfgReplAlg;CfgCParam0;CfgCParam1;CfgCParam2;CfgCParam3;CfgEvSetFactor;CfgNExperiments;CfgNProfileRuns;CfgNEvalRuns;CfgUseFlush;AddrFound;TPR;EvSR;EvSRwEvict;EvSRwFlush;AttackMem;Attacker-RdHits;Attacker-RdMisses;Attacker-RdEvictions;Attacker-WrHits;Attacker-WrMisses;Attacker-WrEvictions;Attacker-ExecHits;Attacker-ExecMisses;Attacker-ExecEvictions;Attacker-InvHits;Attacker-InvMisses;Victim-RdHits;Victim-RdMisses;Victim-RdEvictions;Victim-WrHits;Victim-WrMisses;Victim-WrEvictions;Victim-ExecHits;Victim-ExecMisses;Victim-ExecEvictions;Victim-InvHits;Victim-InvMisses
FilledCacheProfilingSingleHold-MAX;associative;1;256;random;0;0;0;0;4;1;50;1000;1;256;1;0.008;0.577;0.006;131072;0;2584304;1724954;0;0;0;0;0;0;859605;6044203;4949;5164;1794;0;0;0;0;0;0;3371;0
FilledCacheProfilingSingleHold-MIN;associative;1;256;random;0;0;0;0;4;1;50;1000;1;256;1;0.008;0.577;0.006;131072;0;2584304;1724954;0;0;0;0;0;0;859605;6044203;4949;5164;1794;0;0;0;0;0;0;3371;0
FilledCacheProfilingSingleHold-AVG;associative;1;256;random;0;0;0;0;4;1;50;1000;1;256;1;0.008;0.577;0.006;131072;0;2.5843e+06;1.72495e+06;0;0;0;0;0;0;859605;6.0442e+06;4949;5164;1794;0;0;0;0;0;0;3371;0
FilledCacheProfilingSingleHold-MEDIAN;associative;1;256;random;0;0;0;0;4;1;50;1000;1;256;1;0.008;0.577;0.006;131072;0;2584304;1724954;0;0;0;0;0;0;859605;6044203;4949;5164;1794;0;0;0;0;0;0;3371;0
FilledCacheProfilingSingleHold-VAR;associative;1;256;random;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfilingGroupElim-MAX;associative;1;256;random;0;0;0;0;4;1;50;1000;1;256;1;0.007;0.591;0.009;131072;0;213069;41331;0;0;0;0;0;0;171993;1212455;622;730;55;0;0;0;0;0;0;676;0
FilledCacheProfilingGroupElim-MIN;associative;1;256;random;0;0;0;0;4;1;50;1000;1;256;1;0.007;0.591;0.009;131072;0;213069;41331;0;0;0;0;0;0;171993;1212455;622;730;55;0;0;0;0;0;0;676;0
FilledCacheProfilingGroupElim-AVG;associative;1;256;random;0;0;0;0;4;1;50;1000;1;256;1;0.007;0.591;0.009;131072;0;213069;41331;0;0;0;0;0;0;171993;1.21246e+06;622;730;55;0;0;0;0;0;0;676;0
FilledCacheProfilingGroupElim-MEDIAN;associative;1;256;random;0;0;0;0;4;1;50;1000;1;256;1;0.007;0.591;0.009;131072;0;213069;41331;0;0;0;0;0;0;171993;1212455;622;730;55;0;0;0;0;0;0;676;0
FilledCacheProfilingGroupElim-VAR;associative;1;256;random;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
